customer_id,signup_date,age,gender,city,plan_type,contract_type,payment_method,tenure_months,monthly_charges,total_charges,num_support_calls,data_usage_gb,has_internet_service,satisfaction_score,last_login_days_ago,churn
CUST100439,2021-05-20,44,Female,Dubai,Basic,Month-to-month,Bank Transfer,35,24.83,844.54,3,68.3,Yes,8,59,0
CUST100440,2024-11-01,49,Male,São Paulo,Basic,Month-to-month,Credit Card,58,33.45,1872.88,2,79.3,No,6,28,0
CUST100441,2020-10-21,41,Female,Chicago,Standard,One year,Debit Card,4,43.69,169.72,5,38.3,Yes,6,32,1
CUST100442,2019-10-17,48,Female,Paris,Standard,Month-to-month,Credit Card,56,48.3,2595.58,2,64.1,Yes,9,6,0
CUST100443,2021-12-05,36,Female,São Paulo,Basic,Month-to-month,Auto-debit,17,17.41,298.42,0,69.5,Yes,8,46,0
CUST100444,2022-01-18,70,Female,Sydney,Basic,Two year,Debit Card,63,20.51,1264.05,1,128.8,Yes,4,8,0
CUST100445,2022-12-22,21,Male,Mumbai,Standard,Month-to-month,PayPal,26,35.96,973.57,3,17.4,Yes,4,18,1
CUST100446,2020-11-18,57,Female,Dubai,Standard,Month-to-month,PayPal,1,45.0,45.51,0,21.8,Yes,3,45,1
CUST100447,2024-09-23,59,Female,Mumbai,Premium,Two year,Debit Card,36,80.26,2848.8,3,91.1,Yes,10,62,0
CUST100448,2022-02-15,30,Female,Singapore,Standard,One year,Bank Transfer,4,55.79,233.98,2,97.2,No,5,36,0
CUST100449,2020-09-19,70,Female,Berlin,Premium,One year,Auto-debit,20,69.23,1447.35,1,91.4,Yes,9,22,1
CUST100450,2024-10-04,54,Female,Paris,Premium,Two year,PayPal,52,78.31,4185.58,1,90.8,Yes,5,80,1
CUST100451,2024-07-18,54,Female,São Paulo,Basic,Two year,Auto-debit,41,27.73,1170.09,3,18.9,Yes,4,31,0
CUST100452,2021-12-29,41,Female,Toronto,Standard,Month-to-month,Credit Card,52,43.55,2372.68,1,184.1,Yes,7,28,0
CUST100453,2019-02-24,38,Male,São Paulo,Basic,One year,Auto-debit,64,18.97,1226.28,2,120.0,Yes,6,6,1
CUST100454,2022-07-31,38,Female,Sydney,Premium,One year,Credit Card,34,75.0,2646.91,2,19.2,Yes,8,31,0
CUST100455,2022-04-30,46,Female,London,Basic,Month-to-month,Credit Card,40,14.4,550.93,2,53.7,No,8,19,1
CUST100456,2019-11-21,59,Male,Chicago,Standard,Two year,Credit Card,5,34.04,171.12,1,51.7,Yes,5,31,0
CUST100457,2022-10-20,43,Female,Chicago,Premium,Month-to-month,Debit Card,21,76.22,1601.02,1,60.2,Yes,3,17,1
CUST100458,2024-01-16,29,Female,Chicago,Basic,Two year,Auto-debit,53,14.06,710.73,3,47.2,Yes,4,17,0
CUST100459,2019-08-20,52,Male,Sydney,Premium,One year,Debit Card,5,80.71,386.88,1,28.0,Yes,1,66,0
CUST100460,2023-05-04,53,Female,Toronto,Basic,Month-to-month,Bank Transfer,26,15.27,378.04,3,70.3,Yes,6,42,0
CUST100461,2019-11-04,50,Female,New York,Standard,Month-to-month,PayPal,10,42.12,412.52,2,134.0,Yes,6,62,1
CUST100462,2023-06-28,51,Female,Zürich,Standard,Two year,Credit Card,62,42.29,2504.91,2,46.2,Yes,4,51,0
CUST100463,2021-07-06,37,Male,Toronto,Basic,One year,PayPal,41,19.71,801.9,3,78.9,No,4,48,1
CUST100464,2019-01-15,29,Female,Chicago,Standard,Month-to-month,Debit Card,47,41.83,2027.5,4,61.3,Yes,6,41,0
CUST100465,2024-10-17,30,Male,Chicago,Premium,Month-to-month,Debit Card,50,73.63,3723.41,2,90.7,Yes,5,34,0
CUST100466,2019-12-30,20,Female,London,Basic,One year,PayPal,17,20.51,354.73,1,57.8,Yes,6,23,0
CUST100467,2022-07-29,44,Male,Paris,Standard,Month-to-month,Bank Transfer,4,51.4,195.97,1,41.5,Yes,6,80,1
CUST100468,2020-02-02,40,Female,London,Premium,One year,PayPal,29,80.77,2421.86,2,48.0,Yes,7,36,0
CUST100469,2024-08-05,35,Female,Mumbai,Standard,One year,Debit Card,14,41.34,558.28,4,130.8,Yes,5,79,1
CUST100470,2023-06-05,18,Female,Mumbai,Basic,Month-to-month,Bank Transfer,24,19.26,453.12,1,66.6,Yes,5,69,1
CUST100471,2023-10-28,25,Female,Paris,Premium,One year,Bank Transfer,23,67.7,1559.71,2,65.1,Yes,2,54,0
CUST100472,2021-08-04,56,Female,São Paulo,Basic,Month-to-month,Debit Card,57,19.16,1139.08,1,128.3,Yes,6,75,1
CUST100473,2021-10-20,32,Female,Chicago,Standard,Two year,Auto-debit,24,42.6,1073.33,1,142.9,No,7,59,0
CUST100474,2022-10-21,46,Male,São Paulo,Standard,Two year,Auto-debit,11,39.4,445.65,2,9.1,Yes,6,73,0
CUST100475,2023-09-15,23,Female,Dubai,Standard,Month-to-month,Bank Transfer,70,40.49,2899.29,2,22.3,Yes,10,71,0
CUST100476,2024-01-29,60,Female,Chicago,Basic,Month-to-month,Debit Card,4,17.54,70.35,0,106.0,No,7,58,0
CUST100477,2019-02-09,39,Other,Chicago,Basic,Month-to-month,Debit Card,15,25.95,395.7,2,68.6,Yes,6,65,1
CUST100478,2022-12-24,45,Female,Sydney,Standard,Two year,PayPal,26,51.55,1292.64,2,143.3,Yes,8,73,0
CUST100479,2019-08-28,71,Female,Sydney,Basic,Month-to-month,Credit Card,5,14.43,70.48,1,17.5,Yes,10,20,0
CUST100480,2020-09-22,61,Female,Paris,Standard,One year,Debit Card,65,41.89,2854.81,3,75.2,Yes,7,78,0
CUST100481,2023-12-22,37,Female,Dubai,Standard,Two year,Credit Card,26,42.04,1145.46,3,93.7,Yes,2,45,0
CUST100482,2020-07-02,33,Male,Paris,Standard,Month-to-month,Credit Card,57,49.86,2791.71,3,52.3,Yes,7,11,1
CUST100483,2023-10-12,37,Female,Singapore,Basic,One year,Bank Transfer,10,20.87,203.3,2,102.2,Yes,5,13,0
CUST100484,2021-10-10,48,Female,Paris,Basic,Month-to-month,Credit Card,38,20.56,760.15,1,107.3,Yes,2,67,1
CUST100485,2020-05-24,40,Female,Zürich,Premium,One year,PayPal,10,83.22,830.94,2,61.8,Yes,10,72,0
CUST100486,2021-01-01,36,Female,Zürich,Standard,Month-to-month,PayPal,17,41.42,684.69,3,59.0,No,10,58,0
CUST100487,2022-03-08,60,Male,Berlin,Basic,Two year,Credit Card,30,28.18,857.95,1,113.8,Yes,5,58,0
CUST100488,2023-08-03,40,Male,Singapore,Basic,Month-to-month,Auto-debit,63,19.99,1205.82,1,74.3,No,5,77,1
CUST100489,2022-08-20,71,Female,Zürich,Basic,Month-to-month,Auto-debit,23,14.86,328.23,2,89.7,Yes,7,88,1
CUST100490,2024-08-05,42,Male,Dubai,Premium,Two year,Bank Transfer,55,78.62,4227.64,1,74.0,Yes,5,74,0
CUST100491,2024-03-15,64,Male,Paris,Basic,Two year,Bank Transfer,7,27.39,197.05,0,71.6,Yes,6,12,1
CUST100492,2023-07-08,46,Male,Toronto,Basic,One year,Debit Card,19,17.45,325.69,2,58.9,Yes,5,72,1
CUST100493,2022-08-13,54,Female,Toronto,Standard,One year,Auto-debit,44,50.7,2224.29,0,93.5,Yes,6,45,0
CUST100494,2020-09-26,32,Male,Paris,Basic,Month-to-month,Bank Transfer,34,16.25,561.15,2,35.9,Yes,3,71,1
CUST100495,2021-06-22,30,Male,Paris,Basic,One year,PayPal,37,15.41,586.62,1,18.2,Yes,8,65,0
CUST100496,2019-09-18,47,Male,Berlin,Premium,Month-to-month,Bank Transfer,49,83.96,4034.68,4,65.1,No,9,61,0
CUST100497,2021-03-30,54,Male,Sydney,Standard,Month-to-month,Auto-debit,6,39.76,244.07,1,144.6,Yes,6,78,1
CUST100498,2024-07-21,42,Male,Paris,Basic,Two year,Bank Transfer,51,24.94,1244.73,0,74.3,Yes,6,13,0
CUST100499,2021-07-21,24,Female,Berlin,Standard,One year,Credit Card,63,47.11,3010.81,2,55.3,Yes,8,76,0
CUST100500,2019-09-07,23,Female,Dubai,Basic,Month-to-month,Debit Card,56,14.76,822.5,4,50.6,Yes,7,31,0
CUST100501,2022-11-28,22,Male,London,Basic,Month-to-month,Credit Card,21,19.57,428.5,0,48.3,Yes,10,18,0
CUST100502,2024-10-09,18,Female,Berlin,Standard,Two year,Debit Card,26,41.71,1136.74,2,5.1,Yes,4,64,0
CUST100503,2024-03-14,42,Male,Dubai,Standard,Month-to-month,Auto-debit,70,47.09,3386.66,2,132.6,Yes,8,88,0
CUST100504,2020-08-23,56,Male,São Paulo,Standard,Month-to-month,Credit Card,57,56.33,3344.21,3,44.9,Yes,6,7,0
CUST100505,2021-09-21,41,Female,Singapore,Premium,Month-to-month,Auto-debit,68,77.78,5096.79,1,65.9,Yes,4,88,0
CUST100506,2022-03-08,18,Female,Chicago,Basic,Month-to-month,Debit Card,66,23.2,1554.85,2,53.1,No,10,30,0
CUST100507,2020-06-26,39,Female,Toronto,Premium,Month-to-month,PayPal,32,80.15,2487.44,3,39.7,Yes,10,87,0
CUST100508,2020-08-11,39,Male,Singapore,Standard,Two year,PayPal,10,45.14,441.33,1,136.7,Yes,6,4,0
CUST100509,2020-06-02,68,Male,São Paulo,Basic,Month-to-month,Credit Card,17,19.01,323.91,2,29.0,Yes,7,55,1
CUST100510,2024-12-18,22,Male,Zürich,Premium,Month-to-month,Credit Card,22,74.86,1686.77,1,95.5,Yes,5,48,1
CUST100511,2023-06-22,36,Male,Toronto,Basic,One year,Debit Card,61,22.01,1372.35,0,20.6,Yes,6,74,0
CUST100512,2024-01-16,63,Other,São Paulo,Standard,One year,Credit Card,20,43.27,897.37,2,59.3,Yes,4,42,1
CUST100513,2023-11-24,47,Male,Mumbai,Standard,One year,Bank Transfer,27,39.57,1074.72,2,125.2,Yes,4,6,1
CUST100514,2024-10-01,48,Female,Singapore,Basic,One year,PayPal,62,26.09,1686.54,1,46.9,Yes,10,16,0
CUST100515,2019-08-19,42,Female,Chicago,Premium,One year,Auto-debit,12,80.59,1004.59,3,90.2,Yes,6,22,0
CUST100516,2024-04-14,45,Female,Sydney,Basic,One year,Auto-debit,48,18.63,925.45,2,45.4,Yes,7,78,0
CUST100517,2019-05-26,51,Male,Zürich,Premium,One year,Debit Card,40,88.04,3426.35,0,52.1,Yes,5,8,1
CUST100518,2021-11-07,30,Female,Paris,Basic,One year,Auto-debit,71,10.0,712.23,2,103.5,Yes,7,75,0
CUST100519,2022-07-25,52,Male,Dubai,Basic,One year,Credit Card,36,27.64,1018.55,6,91.5,Yes,3,45,1
CUST100520,2021-02-22,23,Female,Paris,Basic,Month-to-month,PayPal,38,14.72,585.99,2,145.5,Yes,5,50,1
CUST100521,2019-11-17,45,Female,São Paulo,Premium,One year,Bank Transfer,62,81.27,4792.67,2,46.8,Yes,4,86,1
CUST100522,2020-02-26,43,Female,Toronto,Basic,One year,PayPal,72,16.47,1165.34,2,81.0,Yes,9,69,0
CUST100523,2023-12-12,33,Female,Paris,Premium,Month-to-month,Bank Transfer,53,74.46,3884.17,4,68.4,Yes,3,58,1
CUST100524,2020-11-29,41,Female,São Paulo,Basic,Two year,Auto-debit,51,27.88,1391.81,1,82.4,Yes,4,74,1
CUST100525,2020-11-10,33,Female,Berlin,Standard,Month-to-month,PayPal,64,56.14,3707.01,2,119.4,No,2,41,1
CUST100526,2024-07-15,27,Female,Toronto,Basic,Month-to-month,Debit Card,71,18.67,1265.27,0,41.1,Yes,5,83,1
CUST100527,2019-11-12,36,Female,Toronto,Basic,Two year,PayPal,53,22.01,1150.13,1,78.9,Yes,5,71,0
CUST100528,2024-06-27,27,Male,Chicago,Premium,Month-to-month,Auto-debit,22,80.34,1804.89,2,135.7,Yes,9,87,0
CUST100529,2024-07-09,45,Female,London,Standard,Month-to-month,Auto-debit,47,55.38,2578.59,2,68.4,No,6,49,1
CUST100530,2022-08-03,26,Female,Zürich,Standard,Month-to-month,Auto-debit,18,32.32,561.05,0,103.0,No,6,57,0
CUST100531,2019-12-29,50,Female,Singapore,Standard,Two year,Debit Card,37,47.26,1768.0,1,13.4,Yes,7,41,0
CUST100532,2019-12-08,26,Male,New York,Standard,Month-to-month,Debit Card,33,40.64,1344.15,1,70.4,Yes,6,83,0
CUST100533,2020-09-15,34,Female,São Paulo,Standard,One year,PayPal,72,30.86,2328.98,1,48.7,Yes,10,56,0
CUST100534,2022-06-18,33,Male,Dubai,Premium,One year,PayPal,40,77.84,3190.98,2,90.6,Yes,5,14,0
CUST100535,2019-12-03,58,Female,Zürich,Standard,One year,Bank Transfer,70,56.09,4117.19,3,79.3,Yes,7,46,0
CUST100536,2021-09-24,45,Male,Singapore,Standard,Two year,Auto-debit,59,41.06,2346.56,2,36.2,Yes,8,11,0
CUST100537,2019-09-10,38,Male,Sydney,Standard,Two year,PayPal,62,49.74,3164.55,5,22.6,No,5,57,1
CUST100538,2022-03-29,47,Male,London,Standard,Month-to-month,Debit Card,13,52.19,681.97,3,188.0,Yes,7,62,1
CUST100539,2019-02-16,18,Male,New York,Standard,Two year,Auto-debit,56,44.92,2568.98,1,83.3,Yes,5,72,0
CUST100540,2023-04-02,40,Male,Sydney,Standard,Month-to-month,PayPal,19,45.72,865.86,2,82.0,Yes,7,13,1
CUST100541,2019-05-02,67,Female,São Paulo,Standard,Month-to-month,Bank Transfer,42,34.7,1415.48,0,40.3,Yes,7,41,0
CUST100542,2020-03-02,43,Male,New York,Standard,Month-to-month,Credit Card,36,40.7,1398.64,4,53.3,Yes,6,31,1
CUST100543,2020-01-18,42,Female,Paris,Premium,One year,PayPal,19,85.44,1678.28,5,136.6,Yes,4,37,1
CUST100544,2023-12-25,48,Male,São Paulo,Premium,Month-to-month,PayPal,71,80.36,5885.18,0,69.3,Yes,10,84,0
CUST100545,2019-04-27,53,Female,Toronto,Premium,One year,Credit Card,64,82.2,5083.27,3,139.5,Yes,8,50,0
CUST100546,2021-07-29,18,Female,Paris,Standard,Month-to-month,Debit Card,42,45.8,1951.53,6,83.5,Yes,3,39,1
CUST100547,2022-07-18,19,Male,Berlin,Standard,Month-to-month,Bank Transfer,1,58.15,59.53,3,121.5,Yes,6,81,1
CUST100548,2022-02-04,44,Female,Paris,Basic,Month-to-month,Credit Card,14,17.42,245.29,2,12.5,Yes,3,47,1
CUST100549,2023-01-30,32,Female,Toronto,Standard,Two year,Credit Card,17,54.63,911.74,2,38.7,Yes,8,38,0
CUST100550,2023-10-25,58,Female,Sydney,Basic,Month-to-month,Credit Card,70,20.8,1511.47,4,68.5,Yes,6,48,0
CUST100551,2021-05-12,37,Male,Mumbai,Basic,Month-to-month,Credit Card,30,30.17,917.99,1,56.3,Yes,7,76,0
CUST100552,2023-12-19,18,Male,Paris,Premium,Month-to-month,PayPal,4,72.65,297.0,1,91.0,Yes,5,40,0
CUST100553,2020-11-27,25,Female,Toronto,Premium,Month-to-month,PayPal,43,81.11,3540.78,2,22.6,Yes,6,55,1
CUST100554,2024-11-25,18,Male,Paris,Standard,One year,Bank Transfer,69,42.64,3007.27,3,23.0,Yes,8,16,0
CUST100555,2022-01-09,38,Female,Sydney,Basic,Month-to-month,PayPal,41,20.84,824.11,1,88.9,Yes,9,1,0
CUST100556,2023-05-31,39,Male,Toronto,Standard,Month-to-month,PayPal,32,52.33,1745.33,5,118.3,Yes,8,6,1
CUST100557,2024-03-31,35,Female,São Paulo,Standard,Two year,Auto-debit,13,47.27,601.35,2,53.0,Yes,3,42,1
CUST100558,2023-10-02,55,Male,Zürich,Premium,Month-to-month,Debit Card,64,87.32,5776.56,2,148.1,Yes,6,64,0
CUST100559,2024-02-07,57,Male,Sydney,Premium,Month-to-month,Bank Transfer,8,75.98,631.75,3,169.0,Yes,7,18,1
CUST100560,2022-03-20,39,Other,London,Basic,One year,Credit Card,68,15.06,1039.57,0,64.0,Yes,5,84,0
CUST100561,2019-04-06,18,Female,Sydney,Basic,One year,Auto-debit,17,20.1,345.06,3,51.8,Yes,3,13,0
CUST100562,2021-12-15,49,Female,Singapore,Basic,One year,Debit Card,10,19.77,189.97,1,43.9,Yes,4,62,1
CUST100563,2020-02-02,48,Female,New York,Basic,Month-to-month,Debit Card,26,18.88,487.75,2,38.5,No,10,21,0
CUST100564,2024-05-01,45,Male,New York,Basic,Month-to-month,Credit Card,1,14.25,14.41,4,99.8,Yes,4,5,1
CUST100565,2020-06-02,54,Male,Paris,Basic,Month-to-month,PayPal,2,27.19,52.11,2,35.1,Yes,7,64,1
CUST100566,2020-05-14,26,Male,New York,Basic,Month-to-month,Debit Card,14,17.82,239.79,1,30.6,Yes,6,46,1
CUST100567,2020-06-30,67,Female,Sydney,Basic,Month-to-month,Auto-debit,50,28.56,1498.47,1,37.2,No,6,56,0
CUST100568,2022-11-08,29,Male,Dubai,Basic,Two year,Credit Card,59,20.08,1164.84,3,64.5,No,6,84,0
CUST100569,2022-06-04,51,Female,Toronto,Standard,One year,PayPal,18,48.89,866.8,1,67.5,Yes,8,48,0
CUST100570,2024-09-08,19,Male,Mumbai,Basic,Month-to-month,Auto-debit,47,23.35,1070.18,2,96.5,Yes,7,75,0
CUST100571,2021-06-30,29,Male,London,Premium,Month-to-month,Auto-debit,26,75.05,1979.79,1,60.6,Yes,5,44,1
CUST100572,2020-09-10,61,Male,Dubai,Basic,One year,Bank Transfer,32,22.2,708.49,1,21.4,Yes,7,31,0
CUST100573,2019-04-18,38,Male,São Paulo,Basic,Month-to-month,PayPal,25,31.57,812.17,3,50.2,Yes,4,35,1
CUST100574,2019-01-16,52,Male,Chicago,Basic,Month-to-month,Auto-debit,65,21.51,1399.9,0,65.5,Yes,8,31,0
CUST100575,2021-03-29,44,Female,Chicago,Standard,Month-to-month,Debit Card,37,50.41,1774.79,4,42.0,Yes,5,79,1
CUST100576,2024-07-20,40,Male,Sydney,Basic,One year,Auto-debit,37,24.16,892.37,2,79.1,Yes,5,46,1
CUST100577,2022-02-21,59,Female,New York,Standard,One year,PayPal,62,46.84,2774.9,3,8.0,Yes,8,83,1
CUST100578,2024-05-10,38,Female,Sydney,Basic,Month-to-month,Debit Card,48,21.12,1046.89,4,60.2,Yes,6,22,1
CUST100579,2019-08-11,18,Female,London,Premium,Month-to-month,Debit Card,11,83.28,880.69,2,132.7,Yes,6,68,1
CUST100580,2019-07-24,31,Female,Singapore,Basic,One year,PayPal,14,24.58,334.38,2,116.3,Yes,9,10,0
CUST100581,2023-12-31,48,Male,London,Standard,One year,Credit Card,25,36.89,918.56,4,70.8,Yes,4,25,1
CUST100582,2019-08-22,46,Male,Paris,Premium,One year,Bank Transfer,8,81.48,631.97,2,67.1,No,8,3,0
CUST100583,2019-04-24,21,Male,São Paulo,Basic,Month-to-month,Debit Card,50,18.9,948.71,1,86.3,Yes,9,82,0
CUST100584,2021-06-03,32,Female,Toronto,Basic,One year,Debit Card,36,17.65,632.9,1,30.8,Yes,9,26,0
CUST100585,2024-07-18,33,Female,Paris,Premium,Two year,Credit Card,4,87.78,367.01,2,110.6,Yes,10,73,1
CUST100586,2023-02-18,36,Male,Dubai,Basic,One year,PayPal,29,15.6,433.78,3,145.5,Yes,5,38,1
CUST100587,2019-08-06,23,Male,Mumbai,Basic,Month-to-month,Debit Card,60,11.63,703.15,3,60.0,Yes,5,11,1
CUST100588,2024-01-08,33,Female,London,Standard,One year,Credit Card,66,49.77,3357.22,2,70.8,Yes,8,30,0
CUST100589,2024-01-22,32,Female,Sydney,Basic,Month-to-month,Auto-debit,70,11.48,773.68,0,97.3,Yes,9,30,0
CUST100590,2023-10-20,51,Female,São Paulo,Premium,Month-to-month,Bank Transfer,67,68.43,4647.38,3,39.3,Yes,5,45,0
CUST100591,2024-05-30,52,Female,Dubai,Standard,Month-to-month,Debit Card,44,50.45,2300.65,2,148.3,Yes,8,29,0
CUST100592,2020-06-09,39,Female,Toronto,Standard,Two year,Credit Card,67,45.95,3167.18,2,185.5,Yes,10,60,0
CUST100593,2024-11-15,36,Female,Zürich,Basic,Month-to-month,Auto-debit,69,22.84,1644.54,3,90.7,Yes,7,65,1
CUST100594,2020-12-03,43,Male,Toronto,Standard,Two year,Bank Transfer,46,42.35,1991.07,3,155.4,Yes,9,13,1
CUST100595,2023-10-23,30,Male,Berlin,Standard,Month-to-month,PayPal,30,36.69,1089.03,1,27.9,No,10,47,1
CUST100596,2022-06-22,26,Female,Mumbai,Basic,Month-to-month,Bank Transfer,70,12.89,940.24,4,77.4,Yes,10,52,0
CUST100597,2023-09-04,29,Female,London,Premium,Month-to-month,Credit Card,30,78.37,2286.53,0,13.9,Yes,7,24,0
CUST100598,2022-10-06,33,Male,Sydney,Standard,One year,PayPal,12,37.37,452.19,0,50.2,Yes,9,69,0
CUST100599,2022-11-08,26,Female,Sydney,Standard,Month-to-month,Credit Card,8,46.84,384.67,0,51.0,Yes,5,20,0
CUST100600,2022-09-11,43,Male,Toronto,Basic,Month-to-month,Bank Transfer,41,17.23,732.73,2,42.6,Yes,7,78,0
CUST100601,2023-09-03,50,Female,Dubai,Basic,Month-to-month,Auto-debit,3,21.11,65.97,2,28.3,Yes,6,41,1
CUST100602,2023-06-07,20,Male,Toronto,Standard,Month-to-month,PayPal,9,45.93,396.21,0,90.1,Yes,2,32,1
CUST100603,2019-10-22,41,Female,Zürich,Standard,Month-to-month,Bank Transfer,18,47.32,871.01,3,37.1,Yes,3,59,1
CUST100604,2023-12-15,38,Female,Zürich,Basic,Month-to-month,Bank Transfer,39,23.0,870.46,2,90.2,Yes,7,55,1
CUST100605,2022-03-19,45,Male,São Paulo,Basic,Month-to-month,Auto-debit,35,17.94,645.43,2,62.8,No,7,45,0
CUST100606,2020-12-08,41,Male,Toronto,Premium,Two year,Credit Card,37,81.1,3060.92,3,80.3,Yes,4,61,0
CUST100607,2022-01-31,22,Female,Dubai,Basic,Month-to-month,Debit Card,37,21.42,767.29,3,45.5,Yes,10,23,0
CUST100608,2024-10-18,25,Male,Berlin,Basic,Month-to-month,Debit Card,72,10.0,743.96,3,62.4,Yes,4,72,1
CUST100609,2024-02-22,41,Male,Toronto,Standard,Month-to-month,Bank Transfer,16,48.88,779.09,6,205.1,Yes,7,55,1
CUST100610,2023-12-31,54,Female,Chicago,Basic,Month-to-month,PayPal,35,20.9,734.71,3,78.6,Yes,6,19,0
CUST100611,2021-10-10,18,Male,Sydney,Basic,One year,Bank Transfer,45,23.38,1101.7,2,148.5,Yes,7,89,0
CUST100612,2023-09-14,45,Male,Zürich,Basic,Month-to-month,PayPal,20,12.28,249.45,3,143.9,Yes,8,77,1
CUST100613,2021-04-23,56,Male,New York,Premium,Month-to-month,Auto-debit,14,78.11,1103.22,4,24.4,Yes,8,15,1
CUST100614,2023-02-11,39,Female,São Paulo,Basic,One year,Bank Transfer,4,13.45,51.2,2,143.7,Yes,8,70,0
CUST100615,2022-11-01,48,Male,Chicago,Standard,Month-to-month,Credit Card,24,49.47,1151.57,0,62.4,No,8,47,1
CUST100616,2020-07-01,32,Male,Zürich,Premium,Two year,Auto-debit,19,71.57,1295.45,2,50.9,Yes,4,69,1
CUST100617,2020-08-06,39,Male,Singapore,Standard,Two year,Auto-debit,15,39.43,581.59,0,31.6,Yes,9,33,0
CUST100618,2019-05-14,20,Male,Chicago,Standard,Month-to-month,Credit Card,20,48.21,949.21,3,24.6,Yes,4,21,1
CUST100619,2019-11-03,18,Male,Toronto,Standard,Month-to-month,Debit Card,51,41.22,2108.6,0,88.6,Yes,6,19,0
CUST100620,2021-08-07,53,Male,Sydney,Basic,Month-to-month,Auto-debit,60,14.43,882.23,0,23.9,Yes,6,5,0
CUST100621,2021-11-12,28,Male,New York,Standard,Month-to-month,Auto-debit,38,50.44,1855.26,2,90.9,No,7,78,1
CUST100622,2019-12-28,35,Male,Zürich,Premium,Month-to-month,PayPal,5,85.69,432.81,2,9.7,Yes,5,28,1
CUST100623,2021-07-01,23,Female,Zürich,Standard,One year,PayPal,53,49.33,2723.51,3,33.6,Yes,6,86,0
CUST100624,2022-08-16,23,Male,Dubai,Standard,Month-to-month,Credit Card,11,50.09,533.63,2,56.5,Yes,10,20,0
CUST100625,2020-05-24,39,Male,Zürich,Basic,Month-to-month,PayPal,5,18.61,94.53,6,67.3,Yes,4,31,1
CUST100626,2021-01-10,32,Female,London,Premium,Month-to-month,Bank Transfer,41,78.77,3082.81,5,34.9,No,6,79,1
CUST100627,2021-03-15,46,Female,São Paulo,Basic,Two year,Debit Card,31,16.11,500.97,0,26.4,Yes,4,31,1
CUST100628,2022-01-11,47,Female,Dubai,Premium,Two year,Debit Card,23,81.01,1908.23,2,52.3,No,8,68,0
CUST100629,2021-03-13,45,Male,Berlin,Basic,Month-to-month,Auto-debit,70,16.83,1123.21,6,43.3,No,5,8,1
CUST100630,2023-06-02,44,Male,Mumbai,Standard,One year,PayPal,7,42.4,291.86,5,47.2,Yes,7,85,1
CUST100631,2020-12-18,62,Male,Chicago,Premium,Month-to-month,Debit Card,4,83.6,347.04,0,93.8,Yes,4,55,1
CUST100632,2021-08-08,27,Male,Sydney,Standard,One year,Debit Card,43,52.11,2179.22,3,130.2,Yes,9,67,0
CUST100633,2021-04-11,40,Male,Dubai,Basic,One year,PayPal,31,22.39,709.56,2,50.4,Yes,7,2,0
CUST100634,2020-02-05,56,Female,Singapore,Premium,Two year,Debit Card,58,90.77,5323.75,1,93.8,Yes,7,86,0
CUST100635,2023-02-10,57,Male,São Paulo,Basic,Month-to-month,PayPal,3,15.77,45.72,3,44.2,Yes,8,44,0
CUST100636,2020-05-30,23,Female,São Paulo,Basic,Month-to-month,Auto-debit,31,10.0,317.49,1,41.9,Yes,4,19,1
CUST100637,2020-10-12,37,Male,São Paulo,Standard,Two year,Bank Transfer,11,49.29,543.93,5,52.1,Yes,5,13,1
CUST100638,2023-10-03,59,Male,Dubai,Standard,Month-to-month,Debit Card,3,40.37,116.41,0,118.7,Yes,7,7,0
CUST100639,2024-09-08,48,Female,Chicago,Standard,Month-to-month,PayPal,34,43.36,1540.49,0,19.7,Yes,3,60,1
CUST100640,2023-01-09,44,Female,Toronto,Basic,One year,PayPal,53,10.0,529.57,3,17.5,Yes,3,19,0
CUST100641,2024-06-29,38,Male,Paris,Standard,One year,Bank Transfer,12,39.6,486.85,0,165.5,Yes,5,83,0
CUST100642,2024-02-14,36,Female,São Paulo,Premium,One year,Bank Transfer,61,70.99,4208.14,4,34.2,Yes,4,20,1
CUST100643,2021-11-19,45,Male,São Paulo,Basic,One year,PayPal,38,17.39,636.84,3,57.0,Yes,6,7,0
CUST100644,2023-08-14,38,Male,Toronto,Standard,One year,Debit Card,35,42.63,1528.05,3,47.0,Yes,8,76,0
CUST100645,2020-12-20,40,Female,Mumbai,Standard,Month-to-month,Bank Transfer,67,45.54,3104.22,2,146.2,Yes,8,69,0
CUST100646,2021-10-05,42,Male,São Paulo,Premium,One year,Credit Card,24,87.44,2051.16,3,118.0,Yes,10,46,0
CUST100647,2022-03-18,32,Male,Sydney,Standard,One year,Bank Transfer,15,49.06,754.02,0,26.2,Yes,6,74,0
CUST100648,2024-10-04,48,Male,Toronto,Premium,Two year,Auto-debit,57,70.27,4007.39,4,67.7,Yes,7,65,0
CUST100649,2024-02-02,79,Male,Dubai,Basic,Month-to-month,Bank Transfer,8,23.65,186.34,3,79.4,Yes,6,15,1
CUST100650,2021-12-07,18,Male,Sydney,Basic,Month-to-month,PayPal,63,20.67,1339.57,0,92.2,Yes,7,37,0
CUST100651,2022-11-30,45,Male,São Paulo,Premium,One year,Auto-debit,60,79.41,4820.24,0,12.5,Yes,7,83,1
CUST100652,2020-03-19,31,Female,New York,Premium,Month-to-month,PayPal,71,79.86,5674.18,4,17.4,Yes,9,61,0
CUST100653,2023-10-28,49,Female,New York,Standard,Month-to-month,PayPal,34,46.23,1614.75,1,96.3,No,9,55,1
