customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,support_calls,cancellation_flag_after_signup,churn
686,57.0,42.13,1990.31,Month-to-month,No,2,0,No
217,6.0,101.86,717.8,Month-to-month,DSL,2,1,Yes
604,10.0,57.93,480.09,Month-to-month,Fiber optic,1,1,Yes
344,37.0,42.01,1530.14,One year,Fiber optic,1,0,No
588,8.0,85.42,570.39,Month-to-month,DSL,2,0,No
506,33.0,56.06,2120.03,Two year,No,2,0,No
365,,70.29,,Two year,Fiber optic,1,0,No
499,,42.67,2280.35,Month-to-month,DSL,3,0,No
148,17.0,81.31,1296.07,Month-to-month,DSL,0,1,Yes
15,51.0,65.51,2949.41,Two year,Fiber optic,1,0,No
175,50.0,68.23,3459.27,Month-to-month,Fiber optic,2,0,No
87,7.0,62.89,361.45,Month-to-month,No,2,1,Yes
371,24.0,46.98,1330.12,Month-to-month,Fiber optic,2,0,No
166,58.0,83.91,,One year,Fiber optic,0,0,No
714,55.0,101.05,4674.68,Month-to-month,Fiber optic,2,0,No
336,58.0,98.2,5690.92,Month-to-month,DSL,3,1,Yes
60,49.0,33.08,1561.64,Month-to-month,DSL,2,0,No
703,12.0,86.33,921.77,Month-to-month,Fiber optic,1,0,No
591,57.0,97.62,6104.8,Month-to-month,Fiber optic,2,1,Yes
165,30.0,79.63,2585.42,Two year,DSL,1,0,No
355,69.0,95.04,7326.62,Two year,No,4,0,No
516,8.0,72.56,514.55,Month-to-month,No,1,1,Yes
425,30.0,64.95,1784.32,Month-to-month,DSL,2,0,No
293,68.0,79.69,6274.64,Month-to-month,Fiber optic,1,0,No
42,,113.02,7198.28,Month-to-month,DSL,7,1,Yes
362,64.0,82.91,,Month-to-month,DSL,1,0,No
330,40.0,39.6,1545.34,Two year,Fiber optic,1,0,No
552,28.0,67.8,2188.71,Two year,DSL,2,0,No
430,51.0,77.79,3608.69,One year,Fiber optic,2,0,No
80,,58.53,2880.02,Month-to-month,No,1,1,Yes
572,30.0,126.07,4067.97,Month-to-month,DSL,1,0,No
29,39.0,62.88,2059.71,Two year,Fiber optic,0,0,No
426,15.0,55.55,931.97,Month-to-month,No,0,1,Yes
514,58.0,31.61,2013.77,One year,Fiber optic,1,0,No
545,60.0,70.15,5033.7,Month-to-month,,0,1,Yes
674,7.0,81.12,494.46,Month-to-month,No,2,1,Yes
323,44.0,64.46,2799.42,One year,No,2,0,No
238,31.0,54.51,1607.51,Month-to-month,DSL,0,0,No
379,27.0,78.52,2470.51,One year,Fiber optic,1,0,No
255,47.0,32.64,1495.21,One year,DSL,0,0,No
606,39.0,106.98,4141.57,Month-to-month,No,2,1,Yes
459,60.0,73.28,4827.05,Month-to-month,Fiber optic,3,0,No
797,69.0,49.99,3607.47,Month-to-month,DSL,3,0,No
384,,112.05,1836.28,Month-to-month,Fiber optic,0,0,No
314,20.0,64.97,1289.64,One year,,1,0,No
85,45.0,78.69,3679.13,One year,No,2,0,No
63,27.0,97.86,3093.42,One year,Fiber optic,2,0,No
793,52.0,79.16,3975.06,Month-to-month,Fiber optic,4,0,No
137,43.0,103.39,4784.09,Month-to-month,DSL,1,0,No
112,56.0,61.61,4092.45,Two year,No,0,0,No
195,69.0,10.0,702.61,Month-to-month,No,1,0,No
341,46.0,77.06,4097.68,Month-to-month,DSL,1,0,No
179,64.0,92.5,5790.09,Month-to-month,No,2,0,No
44,26.0,79.82,2329.52,Two year,DSL,3,0,No
594,70.0,81.1,5780.66,Month-to-month,DSL,2,0,No
348,67.0,65.31,4365.7,Month-to-month,,0,1,Yes
458,46.0,67.67,3146.89,Two year,DSL,2,0,No
497,9.0,42.22,404.09,Month-to-month,DSL,2,1,Yes
683,69.0,106.13,7634.99,One year,Fiber optic,3,0,No
628,27.0,28.62,853.07,Two year,No,2,0,No
294,24.0,65.83,1436.13,Month-to-month,Fiber optic,2,0,No
130,46.0,78.62,4104.86,Month-to-month,Fiber optic,0,0,No
734,55.0,45.28,2959.59,One year,Fiber optic,3,0,No
338,23.0,32.58,859.5,Month-to-month,DSL,1,1,Yes
219,32.0,54.08,1548.19,Month-to-month,Fiber optic,1,0,No
97,,72.29,1427.9,Month-to-month,DSL,1,0,No
125,61.0,30.98,1832.84,Month-to-month,DSL,1,1,Yes
772,71.0,106.82,6283.74,Two year,DSL,0,0,No
227,58.0,34.41,2096.15,Month-to-month,No,4,0,No
269,,84.68,3070.7,Two year,No,1,0,No
786,42.0,22.3,802.23,One year,DSL,0,0,No
104,1.0,86.64,99.77,Month-to-month,,1,1,Yes
693,67.0,55.34,3188.48,Two year,No,2,0,No
228,42.0,81.16,3002.15,Month-to-month,DSL,4,1,Yes
716,57.0,85.35,5066.32,Month-to-month,Fiber optic,1,0,No
302,59.0,107.46,7000.86,Month-to-month,Fiber optic,0,0,No
276,35.0,69.56,2562.27,Month-to-month,Fiber optic,1,1,Yes
127,6.0,72.49,420.59,One year,No,1,0,No
406,36.0,38.74,1221.12,One year,DSL,3,1,Yes
721,10.0,36.1,348.62,Month-to-month,,1,0,No
37,61.0,55.14,3398.6,Month-to-month,Fiber optic,2,0,No
140,32.0,58.94,1792.98,Month-to-month,No,1,1,Yes
304,64.0,59.38,3306.59,Two year,DSL,3,0,No
268,25.0,42.41,1049.8,Month-to-month,No,5,0,No
213,57.0,76.04,3824.33,One year,No,4,0,No
469,13.0,76.96,1115.36,Two year,Fiber optic,1,0,No
199,25.0,87.86,2376.47,Month-to-month,Fiber optic,2,1,Yes
528,11.0,54.45,586.81,Month-to-month,Fiber optic,1,0,No
643,61.0,69.88,4500.0,Month-to-month,Fiber optic,0,1,Yes
242,42.0,104.07,4057.36,Month-to-month,No,1,1,Yes
343,45.0,41.5,2085.01,One year,Fiber optic,4,1,Yes
387,5.0,76.38,371.2,Month-to-month,DSL,3,0,No
697,52.0,80.81,4369.5,Month-to-month,Fiber optic,1,0,No
207,55.0,115.53,7065.64,Month-to-month,Fiber optic,2,0,No
296,37.0,85.63,3746.14,One year,Fiber optic,0,0,No
622,34.0,60.63,2425.08,Two year,Fiber optic,3,0,No
74,10.0,69.35,659.85,Month-to-month,,0,0,No
105,57.0,97.13,,Month-to-month,Fiber optic,3,0,No
660,21.0,48.52,1074.62,Two year,Fiber optic,0,0,No
775,61.0,40.32,2248.3,One year,No,2,0,No
17,37.0,90.51,,One year,Fiber optic,2,0,No
440,,70.73,,One year,Fiber optic,3,0,No
92,58.0,41.45,1927.79,One year,,1,0,No
89,55.0,85.48,4499.17,Month-to-month,Fiber optic,4,0,No
451,69.0,61.84,4710.93,One year,Fiber optic,3,0,No
103,58.0,48.71,2633.96,Month-to-month,DSL,2,0,No
239,22.0,81.78,1993.99,One year,Fiber optic,1,0,No
783,9.0,59.71,454.8,Month-to-month,No,2,0,No
247,54.0,59.87,3519.85,One year,,2,0,No
579,64.0,69.11,4618.23,Month-to-month,DSL,1,0,No
158,40.0,65.52,2546.37,Two year,,1,0,No
480,8.0,90.78,866.85,One year,DSL,3,0,No
685,13.0,65.08,826.67,Two year,Fiber optic,2,0,No
667,36.0,72.74,2985.84,Month-to-month,DSL,0,1,Yes
19,60.0,83.03,5699.68,Month-to-month,Fiber optic,3,1,Yes
582,,51.45,3325.67,One year,No,1,0,No
122,48.0,80.87,3981.85,Two year,DSL,3,0,No
573,21.0,69.95,1709.79,Month-to-month,Fiber optic,2,1,Yes
275,30.0,27.7,949.44,One year,DSL,1,0,No
434,10.0,41.51,398.88,Month-to-month,No,1,1,Yes
725,56.0,107.18,5285.31,Month-to-month,Fiber optic,1,1,Yes
312,48.0,45.91,2384.36,Month-to-month,DSL,1,0,No
614,28.0,90.59,2125.88,Month-to-month,Fiber optic,1,0,No
676,52.0,106.35,5032.61,Month-to-month,Fiber optic,2,0,No
547,31.0,99.13,2621.42,One year,DSL,4,0,No
182,11.0,53.68,545.73,Month-to-month,Fiber optic,2,0,No
185,36.0,33.8,1442.68,One year,Fiber optic,1,0,No
407,,82.78,2253.63,One year,Fiber optic,1,0,No
521,26.0,64.36,1356.97,Month-to-month,DSL,0,1,Yes
381,1.0,72.09,77.21,One year,No,2,0,No
411,13.0,94.89,1303.8,One year,Fiber optic,3,0,No
370,55.0,98.4,4455.1,One year,DSL,1,1,Yes
659,6.0,50.94,306.32,Two year,Fiber optic,1,1,Yes
610,61.0,78.82,5696.78,Month-to-month,Fiber optic,4,0,No
79,41.0,42.07,1527.75,One year,Fiber optic,1,0,No
574,4.0,80.2,294.5,Two year,No,0,0,No
644,35.0,96.14,3849.34,Two year,Fiber optic,0,0,No
798,33.0,85.82,2689.05,Two year,No,1,0,No
672,44.0,80.28,2855.72,Two year,Fiber optic,1,0,No
761,13.0,81.83,1213.41,One year,Fiber optic,0,0,No
417,69.0,78.62,4873.05,Month-to-month,Fiber optic,0,0,No
678,,98.31,484.83,Two year,No,1,0,No
562,4.0,10.0,34.46,Month-to-month,Fiber optic,3,0,No
68,27.0,121.92,3381.42,Month-to-month,DSL,0,1,Yes
537,33.0,72.98,2796.49,Month-to-month,Fiber optic,3,0,No
78,,18.18,295.28,Month-to-month,Fiber optic,1,1,Yes
106,56.0,79.16,4548.54,Month-to-month,Fiber optic,2,0,No
643,61.0,69.88,4500.0,Month-to-month,Fiber optic,0,1,Yes
631,53.0,71.3,3779.45,Two year,DSL,0,0,No
560,61.0,61.11,4169.76,Two year,No,1,0,No
791,7.0,50.95,305.27,One year,Fiber optic,2,0,No
756,32.0,12.01,452.35,Month-to-month,DSL,2,0,No
652,47.0,56.06,3145.78,Month-to-month,Fiber optic,4,1,Yes
491,67.0,69.69,5565.84,Month-to-month,Fiber optic,2,0,No
511,71.0,53.1,4146.63,One year,DSL,2,0,No
684,,68.07,4592.65,Month-to-month,Fiber optic,1,1,Yes
364,64.0,47.67,3586.51,One year,DSL,0,0,No
70,34.0,74.0,2675.94,Two year,No,1,0,No
549,37.0,77.74,2968.72,Month-to-month,No,1,0,No
161,71.0,75.08,5404.8,Two year,DSL,1,0,No
12,70.0,75.73,5681.8,Month-to-month,No,1,0,No
145,71.0,60.96,3833.32,Two year,DSL,0,0,No
518,5.0,109.71,609.81,Month-to-month,Fiber optic,2,1,Yes
428,58.0,57.4,3732.4,One year,Fiber optic,1,0,No
177,51.0,71.28,3733.28,Month-to-month,No,3,0,No
441,70.0,70.77,5514.72,Month-to-month,DSL,1,0,No
522,11.0,38.07,495.63,Month-to-month,DSL,2,1,Yes
706,41.0,70.21,3122.15,Month-to-month,DSL,2,1,Yes
760,52.0,87.25,4316.09,Month-to-month,Fiber optic,1,0,No
232,61.0,76.04,5471.29,One year,Fiber optic,0,0,No
211,19.0,56.99,881.41,Month-to-month,DSL,3,0,No
144,30.0,109.12,3302.67,Month-to-month,Fiber optic,1,1,Yes
520,43.0,121.51,4662.1,Month-to-month,No,2,1,Yes
431,6.0,59.95,324.41,One year,DSL,2,0,No
299,21.0,59.11,1137.79,Month-to-month,DSL,1,0,No
429,2.0,54.3,98.43,One year,No,3,0,No
613,56.0,73.27,3638.46,Month-to-month,DSL,3,0,No
749,23.0,65.88,1401.35,Month-to-month,Fiber optic,6,1,Yes
9,15.0,87.55,1163.62,Month-to-month,DSL,1,0,No
157,9.0,76.19,722.54,Month-to-month,Fiber optic,0,1,Yes
540,2.0,117.05,203.13,One year,DSL,1,1,Yes
507,38.0,59.79,1845.7,Two year,Fiber optic,1,0,No
437,41.0,40.95,1611.17,Month-to-month,Fiber optic,0,0,No
267,32.0,111.7,4141.56,Month-to-month,,2,0,No
462,10.0,91.28,835.36,Month-to-month,DSL,1,0,No
577,66.0,44.94,3030.54,Two year,Fiber optic,1,0,No
339,,46.93,844.37,Two year,No,0,0,No
256,11.0,87.48,1152.74,Month-to-month,Fiber optic,2,0,No
654,58.0,86.94,5644.17,Month-to-month,Fiber optic,0,0,No
690,56.0,75.67,3692.73,Month-to-month,Fiber optic,2,1,Yes
561,39.0,78.4,2764.79,Month-to-month,No,0,1,Yes
209,19.0,37.97,845.79,Month-to-month,Fiber optic,1,1,Yes
288,41.0,37.08,1669.36,Two year,No,4,0,No
2,55.0,83.1,,Month-to-month,No,3,1,Yes
342,,89.18,2178.94,Two year,Fiber optic,2,0,No
270,42.0,77.99,3697.52,One year,No,0,0,No
266,42.0,65.65,2722.94,One year,Fiber optic,3,0,No
677,42.0,58.59,2032.49,Month-to-month,Fiber optic,1,0,No
666,50.0,64.9,2840.87,One year,Fiber optic,1,0,No
96,21.0,105.83,1801.54,Month-to-month,No,2,1,Yes
781,63.0,131.44,9780.78,Month-to-month,Fiber optic,2,0,No
43,50.0,35.45,1826.76,Month-to-month,Fiber optic,3,0,No
653,15.0,90.14,1571.77,One year,Fiber optic,2,1,Yes
765,26.0,74.6,1751.8,One year,Fiber optic,2,0,No
675,45.0,66.16,3162.72,Two year,Fiber optic,0,0,No
629,36.0,43.87,1409.31,Two year,Fiber optic,4,1,Yes
46,69.0,81.87,6730.35,Two year,Fiber optic,0,0,No
162,48.0,44.79,2574.16,Month-to-month,Fiber optic,0,0,No
630,27.0,44.47,1395.7,Month-to-month,Fiber optic,2,0,No
289,39.0,90.9,3021.9,Two year,DSL,3,0,No
590,60.0,43.96,2575.33,Two year,DSL,1,0,No
723,60.0,102.59,6954.1,Month-to-month,DSL,0,1,Yes
768,35.0,55.96,1684.95,Month-to-month,DSL,1,0,No
576,27.0,73.28,1812.12,Month-to-month,DSL,2,1,Yes
316,47.0,63.87,3299.85,Month-to-month,DSL,3,0,No
231,33.0,87.85,3321.14,Month-to-month,Fiber optic,0,0,No
669,66.0,35.57,2091.9,Two year,Fiber optic,0,0,No
77,24.0,30.26,791.07,Month-to-month,Fiber optic,0,1,Yes
634,27.0,85.49,2768.88,Two year,Fiber optic,0,0,No
785,34.0,41.27,1397.15,Month-to-month,DSL,2,0,No
248,30.0,21.58,561.63,Two year,Fiber optic,0,0,No
477,61.0,68.54,4951.26,Two year,Fiber optic,0,0,No
86,50.0,59.82,,Two year,DSL,1,0,No
470,67.0,70.35,5492.37,Month-to-month,Fiber optic,3,0,No
226,22.0,75.88,1694.26,One year,Fiber optic,1,0,No
332,27.0,87.14,2229.85,Month-to-month,DSL,1,0,No
234,54.0,106.28,4799.21,Month-to-month,Fiber optic,3,0,No
589,60.0,45.01,2400.54,Two year,Fiber optic,0,0,No
476,56.0,33.94,2125.25,Month-to-month,Fiber optic,1,1,Yes
722,67.0,50.14,2924.61,One year,DSL,2,1,Yes
707,1.0,89.87,72.56,Month-to-month,No,0,0,No
600,46.0,85.8,3933.85,Two year,DSL,3,0,No
422,50.0,38.89,1711.81,Month-to-month,DSL,1,0,No
183,36.0,83.71,2639.13,Month-to-month,DSL,3,1,Yes
618,19.0,85.85,1783.43,Month-to-month,Fiber optic,2,0,No
333,23.0,61.23,1259.49,Month-to-month,DSL,2,0,No
439,6.0,23.45,121.69,Two year,DSL,2,1,Yes
50,56.0,54.87,2926.4,Month-to-month,Fiber optic,2,1,Yes
6,61.0,71.36,4311.26,Month-to-month,DSL,1,0,No
530,66.0,98.94,5750.31,Month-to-month,DSL,3,1,Yes
235,35.0,58.98,1838.11,Two year,Fiber optic,1,0,No
487,24.0,88.11,2432.21,Month-to-month,Fiber optic,3,1,Yes
800,32.0,35.59,960.62,One year,DSL,1,0,No
498,27.0,40.7,1243.8,Month-to-month,DSL,0,0,No
728,,63.99,524.06,Month-to-month,No,1,1,Yes
107,,62.84,3195.96,Month-to-month,Fiber optic,3,1,Yes
444,35.0,10.0,399.14,One year,DSL,1,0,No
489,55.0,22.7,1392.31,Month-to-month,No,0,0,No
647,33.0,57.49,1918.86,One year,DSL,1,0,No
13,53.0,83.25,3907.73,Month-to-month,Fiber optic,1,0,No
191,49.0,103.4,5760.28,Two year,Fiber optic,2,0,No
283,,56.93,3073.92,Month-to-month,Fiber optic,0,0,No
30,32.0,74.94,2021.62,Month-to-month,Fiber optic,0,0,No
170,2.0,62.32,141.47,One year,No,1,1,Yes
181,67.0,66.01,5251.83,Two year,DSL,3,0,No
101,60.0,50.51,2431.26,Month-to-month,DSL,0,0,No
198,9.0,43.2,462.14,Month-to-month,DSL,0,0,No
496,30.0,93.69,2930.32,Month-to-month,DSL,1,1,Yes
648,,82.13,3629.47,Month-to-month,No,1,0,No
789,39.0,67.88,2167.98,Month-to-month,Fiber optic,0,0,No
754,67.0,70.09,4169.58,Month-to-month,Fiber optic,0,1,Yes
374,27.0,81.06,2347.47,Two year,Fiber optic,3,1,Yes
679,38.0,53.89,2114.8,One year,Fiber optic,2,0,No
719,,42.57,643.62,Month-to-month,No,3,0,No
649,69.0,56.8,3610.81,One year,Fiber optic,1,0,No
461,52.0,149.47,8547.75,Month-to-month,DSL,1,1,Yes
414,10.0,70.97,684.7,Two year,DSL,1,0,No
132,40.0,52.79,1945.9,One year,No,1,0,No
40,45.0,61.05,2638.73,Month-to-month,Fiber optic,1,0,No
435,31.0,57.97,1599.14,One year,DSL,0,1,Yes
216,20.0,55.56,1118.23,Month-to-month,DSL,1,0,No
556,36.0,92.16,3247.94,Two year,No,1,1,Yes
567,17.0,81.94,1591.53,Month-to-month,Fiber optic,0,0,No
475,46.0,45.45,1830.2,One year,Fiber optic,0,0,No
457,11.0,113.84,1440.95,Month-to-month,DSL,2,0,No
261,57.0,85.38,5047.7,Month-to-month,Fiber optic,2,0,No
36,5.0,49.07,276.71,Month-to-month,Fiber optic,0,1,Yes
310,8.0,50.44,343.36,Month-to-month,No,1,1,Yes
277,34.0,47.44,1514.66,Month-to-month,DSL,2,0,No
637,17.0,80.25,1228.0,Month-to-month,DSL,2,0,No
655,40.0,46.13,1674.81,Month-to-month,No,0,0,No
623,12.0,88.91,924.92,Month-to-month,No,0,0,No
394,,37.43,1424.91,Month-to-month,Fiber optic,2,1,Yes
108,48.0,81.35,3374.63,Month-to-month,Fiber optic,0,0,No
766,56.0,94.07,,Month-to-month,Fiber optic,1,0,No
525,23.0,51.21,1292.69,Two year,,2,0,No
48,64.0,24.23,1546.63,Month-to-month,DSL,2,0,No
204,50.0,110.28,5274.61,Month-to-month,DSL,1,0,No
751,69.0,71.54,5396.76,Two year,DSL,1,0,No
632,24.0,63.15,1670.95,One year,DSL,1,0,No
22,27.0,90.74,2014.1,Two year,DSL,1,0,No
403,23.0,42.94,946.22,Two year,DSL,5,0,No
84,60.0,45.95,3228.29,One year,Fiber optic,2,0,No
131,41.0,86.71,3248.44,One year,DSL,1,0,No
416,49.0,42.91,2458.5,One year,DSL,1,0,No
742,,67.54,3199.91,Month-to-month,DSL,1,0,No
698,42.0,71.55,3549.7,One year,Fiber optic,3,0,No
287,12.0,52.15,554.62,One year,DSL,1,0,No
124,34.0,81.63,2894.34,Two year,Fiber optic,0,0,No
34,40.0,103.84,4739.05,Month-to-month,No,2,0,No
517,63.0,66.31,4230.07,Month-to-month,DSL,1,0,No
20,32.0,63.35,1881.68,One year,Fiber optic,1,1,Yes
752,11.0,70.93,739.35,Month-to-month,Fiber optic,1,1,Yes
220,65.0,83.53,4450.14,Month-to-month,No,1,0,No
256,11.0,87.48,1152.74,Month-to-month,Fiber optic,2,0,No
482,59.0,59.83,3724.92,Two year,No,0,1,Yes
357,11.0,44.48,586.18,Month-to-month,DSL,0,1,Yes
662,53.0,83.56,4870.37,One year,Fiber optic,3,0,No
225,52.0,44.14,2674.09,Month-to-month,,1,0,No
93,60.0,70.16,3432.5,Month-to-month,,2,0,No
152,20.0,98.7,2217.86,Month-to-month,No,0,0,No
796,21.0,91.37,1559.56,One year,DSL,1,0,No
318,52.0,68.58,3492.13,Month-to-month,Fiber optic,3,1,Yes
449,37.0,51.18,1746.48,Month-to-month,No,1,0,No
746,26.0,63.42,1879.19,One year,Fiber optic,1,0,No
523,14.0,71.75,1088.85,Month-to-month,Fiber optic,0,0,No
280,6.0,27.36,194.39,One year,DSL,2,0,No
584,4.0,70.87,304.16,Month-to-month,No,0,1,Yes
605,59.0,91.76,5448.04,One year,DSL,2,0,No
350,12.0,73.95,911.63,Month-to-month,Fiber optic,2,1,Yes
375,63.0,101.24,5592.22,Month-to-month,Fiber optic,2,0,No
401,71.0,71.11,5674.37,One year,Fiber optic,2,0,No
705,10.0,55.1,518.41,One year,DSL,1,0,No
258,8.0,74.3,589.15,One year,DSL,2,0,No
73,33.0,78.33,2425.28,Two year,No,1,1,Yes
196,7.0,41.09,292.64,Two year,DSL,3,0,No
484,57.0,68.84,4687.35,Month-to-month,DSL,2,0,No
138,3.0,65.22,169.31,Month-to-month,No,0,0,No
495,21.0,75.64,1484.76,Month-to-month,Fiber optic,2,0,No
773,1.0,10.0,9.9,Two year,DSL,1,0,No
551,58.0,41.23,2516.46,One year,No,1,0,No
463,54.0,52.32,2393.33,Two year,DSL,1,0,No
202,65.0,49.06,3044.13,Month-to-month,Fiber optic,3,0,No
313,9.0,47.12,351.13,Month-to-month,Fiber optic,1,0,No
291,58.0,129.57,7896.0,Month-to-month,Fiber optic,1,0,No
190,22.0,33.63,880.68,Month-to-month,No,0,0,No
764,67.0,95.75,7510.51,One year,No,1,0,No
113,40.0,20.23,959.24,Month-to-month,Fiber optic,0,1,Yes
184,50.0,74.7,3415.32,One year,,3,0,No
153,66.0,10.14,796.51,Month-to-month,Fiber optic,4,0,No
326,17.0,87.54,1638.09,Two year,Fiber optic,1,1,Yes
704,,63.08,671.14,One year,Fiber optic,1,0,No
45,5.0,43.99,190.93,Month-to-month,Fiber optic,5,0,No
445,37.0,79.9,3368.2,Two year,DSL,3,0,No
788,49.0,45.05,2373.23,Month-to-month,DSL,0,0,No
7,7.0,58.21,478.42,Month-to-month,No,2,0,No
251,13.0,65.25,,One year,No,2,0,No
76,34.0,49.17,1448.35,Month-to-month,DSL,4,0,No
513,60.0,81.97,5639.55,Two year,Fiber optic,3,0,No
392,13.0,79.92,988.45,Month-to-month,Fiber optic,2,0,No
433,59.0,76.83,5337.67,One year,DSL,1,0,No
69,6.0,71.73,423.83,Month-to-month,DSL,3,0,No
168,12.0,120.88,1186.59,Two year,Fiber optic,2,1,Yes
731,52.0,98.34,5651.79,Two year,DSL,1,0,No
555,70.0,75.29,5718.82,One year,DSL,1,0,No
367,,44.62,1393.57,One year,DSL,2,0,No
346,19.0,71.46,1094.73,Month-to-month,DSL,2,0,No
585,29.0,62.93,1514.05,One year,Fiber optic,1,0,No
536,11.0,48.32,632.01,Month-to-month,Fiber optic,3,1,Yes
399,20.0,70.29,1241.53,Month-to-month,DSL,2,1,Yes
186,,68.3,1830.92,Month-to-month,DSL,1,0,No
349,13.0,76.95,963.33,Month-to-month,No,0,0,No
616,46.0,51.77,2316.5,Month-to-month,,3,0,No
212,51.0,90.32,3975.08,Two year,DSL,2,0,No
580,8.0,35.88,301.24,One year,No,2,0,No
503,69.0,10.0,688.79,Two year,Fiber optic,0,1,Yes
538,9.0,55.71,586.04,Month-to-month,,0,0,No
197,25.0,62.66,1816.33,Two year,DSL,0,0,No
176,33.0,78.36,3015.81,Month-to-month,DSL,1,0,No
